JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
135,38,87,2,17.4,Public,Urban,No,Yes,Medium,Low,843,19,Male,Medium,Primary,5,3.5526315789473686,1.6,4.35,0.05434782608695653
146,30,89,3,10.3,Public,Urban,No,Yes,High,High,844,18,Female,Medium,Primary,1,4.866666666666666,2.1999999999999997,5.45,0.08849557522123894
209,25,64,2,8.4,Public,Rural,No,Yes,High,Medium,845,19,Male,Low,Primary,2,8.36,1.6,4.2,0.10638297872340426
213,26,74,3,14.7,Public,Urban,Yes,Yes,Medium,Medium,846,15,Female,High,Secondary,2,8.192307692307692,2.1999999999999997,4.7,0.06369426751592357
192,21,83,4,0.0,Public,Urban,Yes,Yes,Medium,High,847,17,Male,High,Tertiary,2,9.142857142857142,2.8,5.15,1.0
193,5,91,1,9.5,Private,Urban,No,Yes,High,High,848,19,Male,Low,,1,38.6,1.0,5.55,0.09523809523809523
204,22,91,3,13.8,Public,Rural,Yes,Yes,Medium,Low,849,18,Female,Low,Secondary,2,9.272727272727273,2.1999999999999997,5.55,0.06756756756756756
242,36,93,4,17.6,Private,Urban,No,Yes,Medium,Medium,850,18,Female,Medium,Secondary,4,6.722222222222222,2.8,4.65,0.05376344086021505
156,13,80,2,9.9,Public,Rural,No,Yes,Medium,High,851,17,Male,Medium,Tertiary,1,12.0,1.6,4.0,0.09174311926605504
219,27,84,4,10.8,Public,Urban,Yes,Yes,Medium,Medium,852,15,Male,Medium,Secondary,3,8.11111111111111,2.8,5.2,0.0847457627118644
136,24,75,2,6.4,Public,Urban,No,Yes,Low,Low,853,16,Female,Medium,,2,5.666666666666667,1.6,3.75,0.13513513513513511
175,11,92,3,10.7,Public,Rural,Yes,Yes,Low,High,854,15,Female,Medium,Secondary,1,15.909090909090908,2.1999999999999997,5.6,0.08547008547008547
143,13,74,2,16.4,Private,Rural,Yes,No,Medium,Low,855,20,Female,Low,Primary,1,11.0,1.2,4.7,0.0574712643678161
178,11,93,2,1.4,Private,Urban,No,Yes,Medium,Medium,856,19,Female,Medium,Secondary,1,16.181818181818183,1.6,4.65,0.4166666666666667
160,11,85,2,7.9,Public,Urban,Yes,No,High,Medium,857,18,Female,High,Tertiary,1,14.545454545454545,1.2,6.25,0.11235955056179775
263,15,89,4,10.3,Public,Urban,Yes,Yes,Low,Medium,858,18,Male,Medium,Primary,1,17.533333333333335,2.8,5.45,0.08849557522123894
236,17,82,4,8.5,Public,Urban,No,Yes,Medium,Low,859,15,Male,Low,,1,13.882352941176471,2.8,4.1,0.10526315789473684
128,29,69,2,8.1,Public,Urban,No,No,High,Low,860,15,Male,Medium,Primary,2,4.413793103448276,1.2,4.45,0.10989010989010989
134,8,76,1,17.7,Public,Rural,No,Yes,Medium,Low,861,22,Female,Medium,Primary,1,16.75,1.0,3.8,0.053475935828877004
158,19,80,3,9.4,Public,Urban,Yes,Yes,Low,Medium,862,19,Female,High,Secondary,1,8.31578947368421,2.1999999999999997,5.0,0.09615384615384615
150,13,60,3,12.5,Public,Urban,Yes,Yes,High,Medium,863,15,Male,Medium,Primary,1,11.538461538461538,2.1999999999999997,5.0,0.07407407407407407
291,40,90,3,6.1,Public,Rural,Yes,No,High,High,864,21,Female,High,Primary,4,7.275,1.7999999999999998,6.5,0.14084507042253522
187,33,94,4,13.6,Public,Rural,Yes,Yes,Medium,Medium,865,17,Female,High,Tertiary,5,5.666666666666667,2.8,5.7,0.0684931506849315
197,29,91,1,12.8,Private,Rural,Yes,No,High,Low,866,17,Male,Medium,Primary,1,6.793103448275862,0.6,6.55,0.07246376811594203
128,19,77,1,2.0,Public,Rural,No,No,Low,High,867,16,Male,Medium,Primary,1,6.7368421052631575,0.6,3.85,0.3333333333333333
194,19,86,2,3.5,Public,Urban,Yes,No,Medium,Low,868,18,Male,Low,,1,10.210526315789474,1.2,5.3,0.2222222222222222
242,14,83,4,20.0,Public,Rural,No,No,High,Medium,869,19,Female,Medium,Tertiary,1,17.285714285714285,2.4,5.15,0.047619047619047616
143,35,84,1,4.4,Public,Urban,No,Yes,Low,Medium,870,22,Male,Medium,Secondary,3,4.085714285714285,1.0,4.2,0.18518518518518517
122,8,96,1,10.9,Public,Urban,Yes,Yes,High,Low,871,19,Female,Low,Secondary,1,15.25,1.0,6.8,0.08403361344537814
294,36,100,4,12.3,Private,Rural,Yes,Yes,Low,Low,872,15,Male,High,Primary,3,8.166666666666666,2.8,6.0,0.07518796992481203
249,35,94,3,14.3,Public,Rural,Yes,Yes,Medium,High,873,18,Male,High,Secondary,5,7.114285714285714,2.1999999999999997,5.7,0.06535947712418301
207,17,82,3,14.5,Public,Urban,No,Yes,Medium,Medium,874,16,Female,Low,,3,12.176470588235293,2.1999999999999997,4.1,0.06451612903225806
100,23,87,3,14.3,Public,Rural,Yes,No,Medium,Medium,875,16,Female,Low,Secondary,1,4.3478260869565215,1.7999999999999998,5.35,0.06535947712418301
128,23,65,2,16.2,Public,Rural,Yes,Yes,Low,High,876,16,Male,Medium,Primary,1,5.565217391304348,1.6,4.25,0.05813953488372093
104,29,78,2,17.7,Public,Rural,Yes,Yes,Low,High,877,20,Male,Low,,1,3.586206896551724,1.6,4.9,0.053475935828877004
146,13,88,3,15.6,Public,Rural,Yes,No,High,Low,878,21,Female,Medium,Tertiary,1,11.23076923076923,1.7999999999999998,6.4,0.06024096385542168
154,6,90,1,8.5,Public,Rural,No,Yes,High,Low,879,18,Female,Medium,Primary,1,25.666666666666668,1.0,5.5,0.10526315789473684
142,12,89,1,10.1,Private,Rural,Yes,Yes,Low,Medium,880,20,Female,Low,,2,11.833333333333334,1.0,5.45,0.0900900900900901
181,22,88,2,7.1,Public,Urban,Yes,No,Medium,Low,881,16,Female,Medium,Secondary,3,8.227272727272727,1.2,5.4,0.1234567901234568
107,15,78,3,11.0,Public,Rural,No,No,Medium,Medium,882,20,Female,Medium,Primary,1,7.133333333333334,1.7999999999999998,3.9,0.08333333333333333
175,16,89,3,16.7,Public,Urban,No,Yes,High,Medium,883,20,Male,Medium,,1,10.9375,2.1999999999999997,5.45,0.05649717514124294
224,6,78,4,6.9,Public,Rural,No,Yes,Medium,Medium,884,17,Female,Low,Tertiary,1,37.333333333333336,2.8,3.9,0.12658227848101264
132,20,74,1,15.6,Public,Rural,Yes,No,Medium,Medium,885,15,Male,Low,,1,6.6,0.6,4.7,0.06024096385542168
130,34,82,3,7.2,Public,Urban,No,Yes,High,High,886,16,Female,Medium,Primary,4,3.823529411764706,2.1999999999999997,5.1,0.12195121951219513
152,22,85,3,16.2,Public,Rural,No,Yes,Medium,Low,887,17,Female,Low,,2,6.909090909090909,2.1999999999999997,4.25,0.05813953488372093
189,26,68,1,13.3,Public,Rural,No,Yes,Low,Medium,888,21,Female,High,Secondary,1,7.269230769230769,1.0,3.4,0.06993006993006992
165,24,88,3,11.9,Public,Urban,No,Yes,Medium,Low,889,17,Male,Medium,Secondary,4,6.875,2.1999999999999997,4.4,0.07751937984496124
169,23,91,2,6.6,Private,Rural,No,Yes,High,Low,890,19,Male,Medium,Tertiary,3,7.3478260869565215,1.6,5.55,0.13157894736842105
132,25,81,5,9.5,Private,Rural,No,No,Medium,Low,891,22,Female,Medium,Secondary,1,5.28,3.0,4.05,0.09523809523809523
147,21,100,1,10.2,Public,Rural,Yes,Yes,High,Medium,892,20,Male,Low,Primary,1,7.0,1.0,7.0,0.08928571428571429
176,17,78,4,0.3,Public,Rural,No,No,High,High,893,15,Female,Medium,Secondary,2,10.352941176470589,2.4,4.9,0.7692307692307692
174,12,81,2,19.4,Private,Rural,Yes,No,Low,Medium,894,21,Female,Low,Secondary,3,14.5,1.2,5.05,0.04901960784313726
103,11,76,1,16.1,Public,Urban,Yes,No,Low,Low,895,19,Female,Low,Primary,1,9.363636363636363,0.6,4.8,0.05847953216374269
169,22,83,2,15.6,Public,Urban,Yes,Yes,Medium,Medium,896,22,Female,Low,Primary,2,7.681818181818182,1.6,5.15,0.06024096385542168
112,12,77,2,19.7,Public,Urban,No,Yes,Low,Low,897,21,Male,Medium,Tertiary,1,9.333333333333334,1.6,3.85,0.04830917874396135
182,23,71,4,13.6,Private,Urban,Yes,Yes,Medium,Medium,898,22,Male,High,Tertiary,2,7.913043478260869,2.8,4.55,0.0684931506849315
100,17,74,4,7.3,Public,Urban,No,Yes,Low,High,899,18,Female,Low,Secondary,1,5.882352941176471,2.8,3.7,0.12048192771084336
206,30,85,4,12.7,Public,Urban,No,No,High,Medium,900,17,Female,Medium,Secondary,2,6.866666666666666,2.4,5.25,0.07299270072992702
264,39,100,2,10.7,Public,Urban,Yes,Yes,High,Low,901,20,Male,High,Secondary,4,6.769230769230769,1.6,7.0,0.08547008547008547
170,20,100,4,18.8,Private,Urban,No,No,Low,Low,902,22,Female,Medium,Tertiary,2,8.5,2.4,5.0,0.050505050505050504
118,3,93,3,14.7,Public,Rural,No,Yes,Medium,Low,903,21,Female,Medium,Secondary,1,39.333333333333336,2.1999999999999997,4.65,0.06369426751592357
188,18,78,2,12.2,Private,Urban,Yes,Yes,Medium,Medium,904,19,Male,Low,,1,10.444444444444445,1.6,4.9,0.07575757575757576
195,22,79,2,6.5,Private,Urban,No,No,High,Low,905,15,Female,Low,Secondary,1,8.863636363636363,1.2,4.95,0.13333333333333333
143,0,81,2,18.9,Public,Rural,Yes,Yes,Medium,Low,906,22,Male,Low,Primary,1,1430.0,1.6,5.05,0.05025125628140704
260,39,100,3,11.4,Public,Urban,Yes,Yes,Low,Medium,907,17,Female,Low,Secondary,3,6.666666666666667,2.1999999999999997,6.0,0.08064516129032258
177,21,83,2,4.4,Public,Urban,No,No,Low,High,908,22,Female,High,Secondary,2,8.428571428571429,1.2,4.15,0.18518518518518517
145,21,70,1,12.6,Private,Rural,No,Yes,Low,Medium,909,16,Male,High,Tertiary,3,6.904761904761905,1.0,3.5,0.07352941176470588
184,33,80,3,20.0,Public,Urban,Yes,Yes,High,Medium,910,15,Male,Low,,3,5.575757575757576,2.1999999999999997,6.0,0.047619047619047616
147,12,90,3,3.7,Public,Urban,Yes,Yes,Medium,Low,911,16,Male,Low,Tertiary,1,12.25,2.1999999999999997,5.5,0.2127659574468085
127,21,88,2,6.7,Public,Urban,No,No,High,Low,912,18,Female,Low,Primary,3,6.0476190476190474,1.2,5.4,0.12987012987012986
275,27,89,4,4.5,Public,Rural,Yes,Yes,Medium,Medium,913,16,Female,High,Tertiary,2,10.185185185185185,2.8,5.45,0.18181818181818182
204,20,93,2,18.6,Public,Rural,Yes,Yes,Medium,High,914,16,Female,Low,Secondary,1,10.2,1.6,5.65,0.0510204081632653
136,9,60,2,2.7,Public,Rural,Yes,Yes,Medium,Low,915,18,Female,High,Tertiary,1,15.11111111111111,1.6,4.0,0.27027027027027023
235,40,89,3,13.3,Public,Rural,No,Yes,High,Low,916,22,Male,High,Primary,4,5.875,2.1999999999999997,5.45,0.06993006993006992
147,14,91,2,12.9,Private,Urban,Yes,No,Low,Low,917,18,Male,High,,2,10.5,1.2,5.55,0.07194244604316546
145,24,75,2,13.9,Public,Urban,Yes,No,Low,High,918,16,Male,Medium,,2,6.041666666666667,1.2,4.75,0.06711409395973154
142,0,74,1,5.5,Public,Urban,No,Yes,Low,Medium,919,21,Female,High,Secondary,1,1420.0,1.0,3.7,0.15384615384615385
272,38,73,3,9.8,Private,Rural,No,No,High,High,920,17,Male,High,Secondary,4,7.157894736842105,1.7999999999999998,4.65,0.09259259259259259
179,30,100,1,7.5,Public,Rural,Yes,Yes,High,Medium,921,17,Male,High,Secondary,2,5.966666666666667,1.0,7.0,0.11764705882352941
114,15,74,1,10.2,Public,Urban,No,No,Low,High,922,20,Female,Medium,,1,7.6,0.6,3.7,0.08928571428571429
210,21,89,1,10.1,Private,Urban,No,No,Low,Low,923,19,Male,Medium,Secondary,2,10.0,0.6,4.45,0.0900900900900901
167,23,90,1,14.9,Private,Urban,Yes,No,Medium,Low,924,19,Male,High,Secondary,1,7.260869565217392,0.6,5.5,0.06289308176100629
185,40,99,2,0.6,Public,Urban,Yes,Yes,Medium,Medium,925,18,Male,High,Tertiary,4,4.625,1.6,5.95,0.625
213,7,85,2,17.0,Private,Urban,Yes,Yes,Medium,Medium,926,21,Male,Medium,Primary,1,30.428571428571427,1.6,5.25,0.05555555555555555
151,25,78,3,8.1,Public,Rural,No,Yes,High,Medium,927,15,Female,Medium,Primary,2,6.04,2.1999999999999997,4.9,0.10989010989010989
128,7,83,2,8.6,Public,Urban,No,No,Medium,Medium,928,21,Male,Low,Primary,1,18.285714285714285,1.2,4.15,0.10416666666666667
134,16,94,1,4.5,Private,Rural,Yes,No,Low,Medium,929,16,Male,Medium,Primary,1,8.375,0.6,5.7,0.18181818181818182
135,14,80,2,3.3,Public,Urban,Yes,Yes,Low,High,930,22,Female,Low,Primary,1,9.642857142857142,1.6,5.0,0.23255813953488372
101,10,71,2,11.5,Public,Rural,Yes,Yes,Low,High,931,18,Female,Low,,1,10.1,1.6,4.55,0.08
203,22,72,2,7.0,Public,Urban,No,Yes,Low,Low,932,22,Male,Low,,2,9.227272727272727,1.6,3.6,0.125
193,11,74,3,0.8,Public,Rural,Yes,No,High,Medium,933,18,Male,Medium,Secondary,1,17.545454545454547,1.7999999999999998,5.7,0.5555555555555556
230,34,96,3,9.7,Public,Urban,Yes,Yes,Medium,Medium,934,22,Male,High,Tertiary,2,6.764705882352941,2.1999999999999997,5.8,0.09345794392523366
138,0,79,3,15.8,Public,Rural,No,Yes,Medium,Low,935,18,Female,Low,Primary,1,1380.0,2.1999999999999997,3.95,0.05952380952380952
170,24,78,1,12.0,Public,Rural,No,Yes,Medium,Low,936,22,Female,High,Secondary,4,7.083333333333333,1.0,3.9,0.07692307692307693
141,14,75,2,17.0,Public,Urban,Yes,Yes,Low,Medium,937,17,Male,Low,Primary,1,10.071428571428571,1.6,4.75,0.05555555555555555
235,14,89,4,7.4,Public,Urban,Yes,No,Medium,High,938,15,Female,High,Tertiary,2,16.785714285714285,2.4,5.45,0.11904761904761904
106,16,78,3,5.3,Public,Urban,No,Yes,Medium,Low,939,17,Male,Medium,,1,6.625,2.1999999999999997,3.9,0.15873015873015872
143,3,80,3,10.9,Public,Urban,Yes,No,High,High,940,21,Male,Low,,1,47.666666666666664,1.7999999999999998,6.0,0.08403361344537814
291,30,100,4,17.0,Private,Rural,No,Yes,Low,Low,941,19,Female,High,Tertiary,2,9.7,2.8,5.0,0.05555555555555555
212,10,100,4,4.4,Public,Rural,Yes,Yes,Medium,Medium,942,21,Male,Medium,Secondary,1,21.2,2.8,6.0,0.18518518518518517
120,19,66,4,19.7,Public,Rural,No,Yes,Medium,Low,943,18,Male,Medium,Secondary,3,6.315789473684211,2.8,3.3,0.04830917874396135
108,6,83,2,18.6,Public,Urban,No,No,Medium,Low,944,17,Male,Low,,1,18.0,1.2,4.15,0.0510204081632653
114,11,73,1,11.5,Public,Rural,Yes,Yes,Medium,High,945,18,Male,Low,,1,10.363636363636363,1.0,4.65,0.08
141,19,80,2,9.1,Public,Urban,Yes,Yes,High,High,946,15,Male,High,Secondary,1,7.421052631578948,1.6,6.0,0.09900990099009901
179,13,88,5,7.8,Public,Urban,Yes,No,Low,Medium,947,21,Female,Low,,1,13.76923076923077,3.0,5.4,0.11363636363636363
190,20,83,1,10.2,Public,Urban,No,Yes,Medium,Medium,948,16,Male,High,Tertiary,2,9.5,1.0,4.15,0.08928571428571429
149,4,85,2,1.3,Public,Urban,Yes,Yes,Medium,Medium,949,17,Female,High,Tertiary,1,37.25,1.6,5.25,0.4347826086956522
199,27,92,1,9.4,Public,Rural,No,Yes,High,Low,950,15,Male,Low,,2,7.37037037037037,1.0,5.6,0.09615384615384615
173,35,87,3,4.7,Public,Urban,No,Yes,Low,Low,951,16,Male,Low,Secondary,3,4.942857142857143,2.1999999999999997,4.35,0.17543859649122806
118,40,75,1,6.6,Public,Urban,No,Yes,Medium,Medium,952,18,Male,Medium,Secondary,5,2.95,1.0,3.75,0.13157894736842105
196,22,80,3,16.4,Private,Urban,No,Yes,Low,Medium,953,20,Male,Low,,2,8.909090909090908,2.1999999999999997,4.0,0.0574712643678161
168,26,70,1,10.9,Private,Rural,Yes,Yes,High,Low,954,22,Female,Medium,Tertiary,1,6.461538461538462,1.0,5.5,0.08403361344537814
234,8,80,3,0.0,Public,Rural,No,Yes,High,High,955,15,Female,Medium,Primary,2,29.25,2.1999999999999997,5.0,1.0
132,30,100,3,13.0,Private,Urban,Yes,Yes,Low,Low,956,22,Female,Low,Primary,3,4.4,2.1999999999999997,6.0,0.07142857142857142
216,30,79,2,13.0,Public,Rural,Yes,Yes,Medium,Low,957,19,Female,High,Secondary,2,7.2,1.6,4.95,0.07142857142857142
236,20,77,3,8.4,Public,Urban,No,Yes,Medium,High,958,21,Male,Medium,Tertiary,2,11.8,2.1999999999999997,3.85,0.10638297872340426
191,32,88,2,12.2,Public,Rural,Yes,Yes,Low,Medium,959,20,Female,Medium,Secondary,1,5.96875,1.6,5.4,0.07575757575757576
210,20,85,3,13.7,Public,Urban,No,Yes,High,Medium,960,16,Male,Low,,1,10.5,2.1999999999999997,5.25,0.06802721088435375
213,19,85,3,12.0,Public,Urban,Yes,Yes,Low,Low,961,16,Female,High,Tertiary,2,11.210526315789474,2.1999999999999997,5.25,0.07692307692307693
156,22,97,3,2.9,Public,Urban,Yes,Yes,Medium,High,962,18,Female,Low,Secondary,3,7.090909090909091,2.1999999999999997,5.85,0.25641025641025644
101,4,85,3,11.5,Private,Rural,Yes,No,Medium,Low,963,19,Male,Low,Secondary,1,25.25,1.7999999999999998,5.25,0.08
206,31,81,2,16.4,Private,Urban,Yes,Yes,High,Low,964,17,Male,High,Secondary,2,6.645161290322581,1.6,6.05,0.0574712643678161
166,9,80,2,17.8,Private,Urban,No,No,Low,Low,965,15,Female,Low,,1,18.444444444444443,1.2,4.0,0.05319148936170213
138,7,77,3,0.0,Private,Urban,No,Yes,Medium,Medium,966,20,Female,Low,,1,19.714285714285715,2.1999999999999997,3.85,1.0
174,11,93,1,11.1,Private,Rural,Yes,Yes,Low,High,967,22,Female,High,Secondary,1,15.818181818181818,1.0,5.65,0.08264462809917356
159,25,80,1,7.9,Public,Rural,No,Yes,High,Low,968,21,Male,Medium,Tertiary,2,6.36,1.0,5.0,0.11235955056179775
167,13,67,3,14.0,Public,Rural,Yes,Yes,Low,Low,969,21,Female,Medium,Secondary,1,12.846153846153847,2.1999999999999997,4.35,0.06666666666666667
141,5,82,3,8.7,Public,Rural,Yes,No,Medium,Medium,970,18,Male,Medium,Secondary,1,28.2,1.7999999999999998,5.1,0.10309278350515465
135,11,67,2,2.9,Public,Urban,No,Yes,Medium,High,971,19,Female,Low,Secondary,2,12.272727272727273,1.6,3.35,0.25641025641025644
232,24,100,2,12.7,Public,Urban,No,Yes,Low,Low,972,22,Female,Medium,Primary,1,9.666666666666666,1.6,5.0,0.07299270072992702
172,9,75,2,7.7,Private,Urban,No,Yes,Low,Medium,973,16,Male,Medium,,2,19.11111111111111,1.6,3.75,0.1149425287356322
169,9,82,2,17.2,Private,Rural,Yes,No,Low,Medium,974,16,Male,Medium,Primary,1,18.77777777777778,1.2,5.1,0.054945054945054944
167,38,86,3,0.0,Public,Rural,No,Yes,High,High,975,20,Male,Medium,Secondary,4,4.394736842105263,2.1999999999999997,5.3,1.0
159,11,81,1,8.8,Public,Urban,Yes,Yes,Medium,Medium,976,21,Male,Low,Primary,1,14.454545454545455,1.0,5.05,0.1020408163265306
204,19,83,2,11.8,Private,Urban,Yes,Yes,High,Low,977,16,Female,Medium,Tertiary,2,10.736842105263158,1.6,6.15,0.078125
231,21,92,2,10.9,Public,Urban,No,Yes,Low,Medium,978,19,Male,Medium,Secondary,4,11.0,1.6,4.6,0.08403361344537814
171,16,99,1,12.6,Public,Urban,Yes,Yes,Low,Low,979,21,Male,High,Primary,1,10.6875,1.0,5.95,0.07352941176470588
143,23,90,3,12.7,Private,Urban,Yes,No,High,Medium,980,19,Female,High,Tertiary,2,6.217391304347826,1.7999999999999998,6.5,0.07299270072992702
102,22,94,2,20.0,Public,Urban,No,Yes,Medium,Low,981,17,Male,Medium,Secondary,1,4.636363636363637,1.6,4.7,0.047619047619047616
201,19,76,3,10.2,Public,Urban,Yes,No,High,Low,982,15,Female,Medium,Tertiary,1,10.578947368421053,1.7999999999999998,5.8,0.08928571428571429
101,2,83,1,11.5,Private,Urban,No,Yes,High,Low,983,16,Female,Low,,1,50.5,1.0,5.15,0.08
134,28,83,2,7.9,Public,Rural,No,Yes,High,High,984,17,Female,High,Secondary,2,4.785714285714286,1.6,5.15,0.11235955056179775
129,15,85,3,13.1,Public,Urban,Yes,Yes,Low,Medium,985,19,Female,Medium,Secondary,1,8.6,2.1999999999999997,5.25,0.07092198581560284
121,31,94,5,14.5,Public,Urban,No,No,Low,Low,986,17,Male,Medium,Secondary,4,3.903225806451613,3.0,4.7,0.06451612903225806
135,0,80,1,10.4,Public,Rural,No,Yes,Low,Low,987,21,Male,High,Tertiary,1,1350.0,1.0,4.0,0.08771929824561403
192,23,82,2,18.0,Public,Rural,Yes,Yes,High,Low,988,16,Male,Medium,Tertiary,1,8.347826086956522,1.6,6.1,0.05263157894736842
154,35,88,3,9.5,Private,Urban,Yes,Yes,Low,Low,989,21,Male,Medium,Secondary,4,4.4,2.1999999999999997,5.4,0.09523809523809523
161,15,67,2,19.6,Public,Urban,No,Yes,Medium,Medium,990,22,Female,Medium,Primary,1,10.733333333333333,1.6,3.35,0.04854368932038835
154,16,81,3,4.5,Public,Urban,Yes,No,High,Medium,991,15,Female,High,Tertiary,2,9.625,1.7999999999999998,6.05,0.18181818181818182
116,17,79,1,7.1,Public,Rural,No,Yes,Medium,Medium,992,22,Female,Medium,Tertiary,1,6.823529411764706,1.0,3.95,0.1234567901234568
107,9,71,2,15.4,Public,Rural,Yes,No,Low,High,993,17,Male,Low,Primary,1,11.88888888888889,1.2,4.55,0.06097560975609757
115,12,91,2,7.2,Private,Rural,Yes,Yes,Low,Low,994,19,Female,Medium,Secondary,2,9.583333333333334,1.6,5.55,0.12195121951219513
122,12,71,3,10.0,Public,Urban,Yes,No,Low,High,995,18,Female,Low,Primary,1,10.166666666666666,1.7999999999999998,4.55,0.09090909090909091
104,8,79,1,15.9,Public,Urban,Yes,Yes,Medium,Medium,996,22,Female,High,Tertiary,1,13.0,1.0,4.95,0.0591715976331361
164,30,86,2,20.0,Public,Urban,No,No,Low,Medium,997,20,Female,Medium,Secondary,1,5.466666666666667,1.2,4.3,0.047619047619047616
120,19,94,3,9.0,Private,Rural,No,Yes,Low,High,998,18,Male,High,Tertiary,1,6.315789473684211,2.1999999999999997,4.7,0.1
221,26,87,2,13.5,Public,Rural,No,No,High,High,999,17,Male,Low,Secondary,2,8.5,1.2,5.35,0.06896551724137931
238,32,97,3,3.7,Public,Rural,No,Yes,High,High,1000,19,Male,Medium,Primary,2,7.4375,2.1999999999999997,5.85,0.2127659574468085
115,12,87,1,10.6,Private,Urban,Yes,Yes,High,Low,1001,17,Male,Medium,Secondary,1,9.583333333333334,1.0,6.35,0.08620689655172414
197,14,87,2,13.3,Public,Rural,Yes,No,Low,Low,1002,22,Male,Low,Primary,1,14.071428571428571,1.2,5.35,0.06993006993006992
235,19,78,3,0.1,Public,Rural,No,No,High,High,1003,17,Female,Medium,Primary,1,12.368421052631579,1.7999999999999998,4.9,0.9090909090909091
165,19,70,1,7.1,Private,Urban,Yes,No,Medium,Medium,1004,18,Female,High,Tertiary,2,8.68421052631579,0.6,4.5,0.1234567901234568
101,4,81,2,20.0,Public,Urban,No,No,Medium,Medium,1005,20,Male,Medium,Tertiary,1,25.25,1.2,4.05,0.047619047619047616
172,15,79,3,12.5,Public,Rural,No,No,High,Medium,1006,21,Male,Low,,3,11.466666666666667,1.7999999999999998,4.95,0.07407407407407407
166,14,93,2,17.1,Public,Rural,No,Yes,High,Medium,1007,17,Female,Medium,Tertiary,1,11.857142857142858,1.6,5.65,0.055248618784530384
122,35,88,3,14.6,Public,Urban,Yes,Yes,Low,Low,1008,20,Female,Medium,Secondary,2,3.4857142857142858,2.1999999999999997,5.4,0.06410256410256411
181,0,83,3,10.7,Public,Urban,No,Yes,High,Medium,1009,21,Male,Low,Secondary,1,1810.0,2.1999999999999997,5.15,0.08547008547008547
134,15,71,3,8.6,Private,Urban,Yes,No,Medium,High,1010,18,Female,High,Tertiary,1,8.933333333333334,1.7999999999999998,4.55,0.10416666666666667
114,30,85,3,9.3,Private,Rural,Yes,No,Low,Medium,1011,20,Female,Medium,Tertiary,2,3.8,1.7999999999999998,5.25,0.0970873786407767
111,15,71,2,5.2,Public,Urban,Yes,Yes,Low,Medium,1012,21,Male,Medium,Primary,1,7.4,1.6,4.55,0.16129032258064516
141,24,75,4,7.1,Public,Urban,No,Yes,Low,Medium,1013,22,Male,Medium,Tertiary,1,5.875,2.8,3.75,0.1234567901234568
144,18,73,3,7.4,Public,Urban,Yes,No,High,Low,1014,22,Female,Medium,Primary,1,8.0,1.7999999999999998,5.65,0.11904761904761904
187,15,84,2,8.8,Public,Rural,Yes,Yes,High,Low,1015,19,Male,Medium,Primary,4,12.466666666666667,1.6,6.2,0.1020408163265306
177,0,96,4,3.4,Public,Rural,No,No,Medium,Medium,1016,19,Male,Low,Primary,1,1770.0,2.4,4.8,0.22727272727272727
179,22,85,3,11.5,Private,Urban,No,No,Medium,Low,1017,19,Female,Medium,Tertiary,3,8.136363636363637,1.7999999999999998,4.25,0.08
213,16,83,2,11.0,Private,Urban,Yes,Yes,Low,Medium,1018,20,Male,High,Primary,1,13.3125,1.6,5.15,0.08333333333333333
220,16,73,3,19.2,Private,Urban,Yes,No,High,High,1019,18,Male,Medium,Secondary,1,13.75,1.7999999999999998,5.65,0.04950495049504951
276,24,96,4,3.5,Public,Rural,Yes,Yes,Low,Medium,1020,16,Female,High,Tertiary,3,11.5,2.8,5.8,0.2222222222222222
181,36,77,3,10.3,Private,Urban,Yes,Yes,Medium,High,1021,20,Male,Medium,Secondary,2,5.027777777777778,2.1999999999999997,4.85,0.08849557522123894
181,40,86,4,0.0,Public,Rural,Yes,Yes,High,Low,1022,16,Male,Low,Primary,3,4.525,2.8,6.3,1.0
124,17,78,3,12.6,Public,Rural,No,No,Medium,Medium,1023,16,Male,Low,Primary,1,7.294117647058823,1.7999999999999998,3.9,0.07352941176470588
153,14,91,3,9.8,Public,Urban,No,No,Medium,Low,1024,16,Female,High,Secondary,2,10.928571428571429,1.7999999999999998,4.55,0.09259259259259259
194,11,84,2,7.0,Public,Rural,No,Yes,Low,Low,1025,21,Male,Medium,Secondary,2,17.636363636363637,1.6,4.2,0.125
179,24,84,2,15.6,Public,Rural,No,Yes,Low,High,1026,19,Female,Medium,Secondary,1,7.458333333333333,1.6,4.2,0.06024096385542168
151,34,87,2,8.4,Private,Urban,Yes,Yes,Medium,Low,1027,16,Male,Medium,Primary,3,4.4411764705882355,1.6,5.35,0.10638297872340426
140,15,100,3,10.2,Public,Rural,Yes,No,Low,Low,1028,21,Male,Medium,Primary,1,9.333333333333334,1.7999999999999998,6.0,0.08928571428571429
112,0,89,3,12.2,Private,Urban,Yes,Yes,Low,High,1029,17,Male,Medium,Secondary,1,1120.0,2.1999999999999997,5.45,0.07575757575757576
107,20,79,2,4.7,Public,Urban,No,Yes,Low,Medium,1030,18,Female,High,Tertiary,1,5.35,1.6,3.95,0.17543859649122806
